artist,track_or_project_title,release_type,confidence_score,extraction_method,source_article_title,source_article_url,source_name,article_date,embedded_music_links,release_article
Emmy Adelle,Polaroids,single,0.95,regex,Emmy Adelle shares dreamy melodic-house single ‘Polaroids’: Listen,https://weraveyou.com/2026/05/emmy-adelle-polaroids-melodic-house-single/,We Rave You,2026-05-03,,True
Aiken,Like Home,unknown,1.0,regex+embedded_player,Aiken delivers summer house anthem ‘Like Home’ with Sonny Fodera energy: Listen,https://weraveyou.com/2026/05/aiken-like-home-summer-house-single/,We Rave You,2026-05-03,https://open.spotify.com/track/0Gbc9308cLrfqU7S54Q8Lp | https://music.apple.com/gb/album/like-home-radio-edit-single/1891349859,True
Madonna,Bring Your Love,single,0.55,llm_fallback,"Madonna and Sabrina Carpenter unleash ‘Bring Your Love’, lead single from ‘Confessions II’",https://weraveyou.com/2026/05/madonna-sabrina-carpenter-bring-your-love-confessions-ii/,We Rave You,2026-05-02,,True
David Guetta,Just The Way You Are,remix,0.6,regex,David Guetta drops official remix of Milky’s ‘Just The Way You Are’ sampling Stardust,https://weraveyou.com/2026/05/david-guetta-milky-just-the-way-you-are-remix-stardust/,We Rave You,2026-05-02,,True
Denis First,La La La,unknown,0.85,regex,Denis First unveils feel-good house anthem ‘La La La’: Listen,https://weraveyou.com/2026/04/denis-first-la-la-la-house-single/,We Rave You,2026-04-29,,True
